id,source_pattern,target_pattern,slots,scene,priority,template_type,example_source,example_target,notes,review_status,provenance
TPL-0046,我做不到{vp:VP}。,我做唔到{vp}。,VP,general,95,ability_negative,我做不到按时完成。,我做唔到準時完成。,,draft_curated,curated_v0.1
TPL-0047,我觉得{clause:CLAUSE}。,我覺得{clause}。,CLAUSE,general,90,opinion,我觉得这个很好。,我覺得呢個幾好。,,draft_curated,curated_v0.1
TPL-0048,我不知道{clause:CLAUSE}。,我唔知{clause}。,CLAUSE,general,100,knowledge_negative,我不知道他在哪里。,我唔知佢喺邊度。,,draft_curated,curated_v0.1
TPL-0049,我不明白{clause:CLAUSE}。,我唔明{clause}。,CLAUSE,general,100,understanding_negative,我不明白你说什么。,我唔明你講乜嘢。,,draft_curated,curated_v0.1
TPL-0050,我记得{clause:CLAUSE}。,我記得{clause}。,CLAUSE,general,90,memory,我记得他来过。,我記得佢嚟過。,,draft_curated,curated_v0.1
TPL-0051,我忘记{vp:VP}了。,我唔記得咗{vp}。,VP,general,90,memory_negative,我忘记带钥匙了。,我唔記得咗帶鎖匙。,,draft_curated,curated_v0.1
TPL-0052,我有点{adj:ADJ}。,我有啲{adj}。,ADJ,general,100,degree,我有点累。,我有啲攰。,,draft_curated,curated_v0.1
TPL-0053,我很{adj:ADJ}。,我好{adj}。,ADJ,general,100,degree,我很累。,我好攰。,,draft_curated,curated_v0.1
TPL-0054,这个很{adj:ADJ}。,呢個好{adj}。,ADJ,general,100,degree,这个很好看。,呢個好靚。,,draft_curated,curated_v0.1
TPL-0055,这个太{adj:ADJ}了。,呢個太{adj}喇。,ADJ,general,100,excessive_degree,这个太贵了。,呢個太貴喇。,,draft_curated,curated_v0.1
TPL-0056,有没有{adj:ADJ}一点的？,有冇{adj}啲㗎？,ADJ,shopping,100,comparative_request,有没有便宜一点的？,有冇平啲㗎？,,draft_curated,curated_v0.1
TPL-0057,比{np:NP}更{adj:ADJ}。,{adj}過{np}。,NP|ADJ,general,90,comparison,比那个更便宜。,平過嗰個。,,draft_curated,curated_v0.1
TPL-0058,{np1:NP}比{np2:NP}{adj:ADJ}。,{np1}{adj}過{np2}。,NP|NP|ADJ,general,100,comparison,这个比那个贵。,呢個貴過嗰個。,,draft_curated,curated_v0.1
TPL-0059,越{adj1:ADJ}越{adj2:ADJ}。,越{adj1}越{adj2}。,ADJ|ADJ,general,80,correlative,越快越好。,越快越好。,passthrough_structure,draft_curated,curated_v0.1
TPL-0060,我们一起{vp:VP}吧。,我哋一齊{vp}啦。,VP,social,100,suggestion,我们一起吃饭吧。,我哋一齊食飯啦。,,draft_curated,curated_v0.1
TPL-0061,我们{time:TIME}见。,我哋{time}見。,TIME,social,100,arrangement,我们明天见。,我哋聽日見。,,draft_curated,curated_v0.1
TPL-0062,我们在{place:PLACE}见。,我哋喺{place}見。,PLACE,social,100,arrangement,我们在门口见。,我哋喺門口見。,,draft_curated,curated_v0.1
TPL-0064,我{time:TIME}到。,我{time}到。,TIME,social,90,arrangement,我三点到。,我三點到。,,draft_curated,curated_v0.1
TPL-0065,到时候给我打电话。,到時打電話畀我。,,social,100,arrangement,到时候给我打电话。,到時打電話畀我。,,draft_curated,curated_v0.1
TPL-0066,你喜欢{np:NP}吗？,你鍾唔鍾意{np}呀？,NP,social,100,preference_question,你喜欢这个吗？,你鍾唔鍾意呢個呀？,,draft_curated,curated_v0.1
TPL-0067,我喜欢{np:NP}。,我鍾意{np}。,NP,social,100,preference,我喜欢这个。,我鍾意呢個。,,draft_curated,curated_v0.1
TPL-0068,我不太喜欢{np:NP}。,我唔係幾鍾意{np}。,NP,social,100,preference_negative,我不太喜欢这个。,我唔係幾鍾意呢個。,,draft_curated,curated_v0.1
TPL-0069,别{vp:VP}。,唔好{vp}。,VP,general,100,negative_imperative,别担心。,唔使擔心。,lexical_exception_may_override,draft_curated,curated_v0.1
TPL-0070,我要{number:NUMBER}{item:ITEM}。,我要{number}{item}。,NUMBER|ITEM,restaurant|shopping,100,order_item,我要两杯水。,我要兩杯水。,,draft_curated,curated_v0.1
TPL-0071,不要{item:ITEM}。,唔要{item}。,ITEM,restaurant|shopping,100,reject_item,不要冰。,唔要冰。,,draft_curated,curated_v0.1
TPL-0072,少一点{item:ITEM}。,少啲{item}。,ITEM,restaurant,95,preference,少一点糖。,少啲糖。,lexical_phrase_can_override_to_少甜,draft_curated,curated_v0.1
TPL-0073,{item:ITEM}可以打包吗？,{item}可唔可以打包呀？,ITEM,restaurant,100,takeaway,这个可以打包吗？,呢個可唔可以打包呀？,,draft_curated,curated_v0.1
TPL-0074,这里面有{item:ITEM}吗？,呢度面有冇{item}呀？,ITEM,restaurant,100,allergy_question,这里面有花生吗？,呢度面有冇花生呀？,,draft_curated,curated_v0.1
TPL-0075,我对{item:ITEM}过敏。,我對{item}敏感。,ITEM,medical|restaurant,100,allergy,我对花生过敏。,我對花生敏感。,,draft_curated,curated_v0.1
TPL-0076,有{color:ADJ}的吗？,有冇{color}㗎？,ADJ,shopping,95,color_choice,有黑色的吗？,有冇黑色㗎？,,draft_curated,curated_v0.1
TPL-0077,有{size:ADJ}一点的吗？,有冇{size}啲㗎？,ADJ,shopping,100,size_choice,有大一点的吗？,有冇大啲㗎？,,draft_curated,curated_v0.1
TPL-0078,我想换{np:NP}。,我想換{np}。,NP,shopping,100,exchange,我想换这个。,我想換呢個。,,draft_curated,curated_v0.1
TPL-0079,我想退{np:NP}。,我想退{np}。,NP,shopping,95,return,我想退这个。,我想退呢個。,,draft_curated,curated_v0.1
TPL-0080,请在{time:TIME}前{vp:VP}。,唔該喺{time}之前{vp}。,TIME|VP,work,95,deadline,请在明天前完成。,唔該喺聽日之前完成。,,draft_curated,curated_v0.1
TPL-0081,{np:NP}什么时候完成？,{np}幾時完成呀？,NP,work,100,deadline_question,这个任务什么时候完成？,呢個任務幾時完成呀？,,draft_curated,curated_v0.1
TPL-0082,{np:NP}由谁负责？,{np}由邊個負責呀？,NP,work,100,responsibility,这个项目由谁负责？,呢個項目由邊個負責呀？,,draft_curated,curated_v0.1
TPL-0083,我会尽快{vp:VP}。,我會盡快{vp}。,VP,work,95,commitment,我会尽快回复。,我會盡快覆。,,draft_curated,curated_v0.1
TPL-0084,我还需要{amount:NUMBER}时间。,我仲需要{amount}時間。,NUMBER,work,95,time_needed,我还需要一点时间。,我仲需要少少時間。,,draft_curated,curated_v0.1
TPL-0085,我们需要再{vp:VP}。,我哋需要再{vp}。,VP,work,95,discussion,我们需要再讨论。,我哋需要再傾下。,,draft_curated,curated_v0.1
TPL-0086,我{body:NP}痛。,我{body}痛。,NP,medical,100,symptom,我头痛。,我頭痛。,,draft_curated,curated_v0.1
TPL-0087,我从{time:TIME}开始{symptom:VP}。,我由{time}開始{symptom}。,TIME|VP,medical,95,symptom_duration,我从昨天开始咳嗽。,我由尋日開始咳。,,draft_curated,curated_v0.1
TPL-0088,{symptom:VP}多久了？,{symptom}咗幾耐呀？,VP,medical,100,symptom_duration,头痛多久了？,頭痛咗幾耐呀？,,draft_curated,curated_v0.1
TPL-0089,这个药一天吃{number:NUMBER}次。,呢隻藥一日食{number}次。,NUMBER,medical,100,medicine_instruction,这个药一天吃三次。,呢隻藥一日食三次。,,draft_curated,curated_v0.1
TPL-0090,我有{condition:NP}。,我有{condition}。,NP,medical,90,medical_history,我有高血压。,我有高血壓。,,draft_curated,curated_v0.1
TPL-0091,请联系{person:PERSON}。,唔該聯絡{person}。,PERSON,medical,100,emergency_contact,请联系我的家人。,唔該聯絡我屋企人。,,draft_curated,curated_v0.1
TPL-0092,今天我想{vp:VP}。,今日我想{vp}。,VP,general,82,want,今天我想去机场。,今日我想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0093,明天我想{vp:VP}。,聽日我想{vp}。,VP,general,82,want,明天我想去机场。,聽日我想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0094,现在我想{vp:VP}。,而家我想{vp}。,VP,general,82,want,现在我想去机场。,而家我想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0095,等一下我想{vp:VP}。,等陣我想{vp}。,VP,general,82,want,等一下我想去机场。,等陣我想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0096,下次我想{vp:VP}。,下次我想{vp}。,VP,general,82,want,下次我想去机场。,下次我想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0097,你想{vp:VP}。,你想{vp}。,VP,general,82,want,你想去机场。,你想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0098,今天你想{vp:VP}。,今日你想{vp}。,VP,general,82,want,今天你想去机场。,今日你想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0099,明天你想{vp:VP}。,聽日你想{vp}。,VP,general,82,want,明天你想去机场。,聽日你想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0100,现在你想{vp:VP}。,而家你想{vp}。,VP,general,82,want,现在你想去机场。,而家你想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0101,等一下你想{vp:VP}。,等陣你想{vp}。,VP,general,82,want,等一下你想去机场。,等陣你想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0102,下次你想{vp:VP}。,下次你想{vp}。,VP,general,82,want,下次你想去机场。,下次你想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0103,我们想{vp:VP}。,我哋想{vp}。,VP,general,82,want,我们想去机场。,我哋想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0104,今天我们想{vp:VP}。,今日我哋想{vp}。,VP,general,82,want,今天我们想去机场。,今日我哋想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0105,明天我们想{vp:VP}。,聽日我哋想{vp}。,VP,general,82,want,明天我们想去机场。,聽日我哋想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0106,现在我们想{vp:VP}。,而家我哋想{vp}。,VP,general,82,want,现在我们想去机场。,而家我哋想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0107,等一下我们想{vp:VP}。,等陣我哋想{vp}。,VP,general,82,want,等一下我们想去机场。,等陣我哋想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0108,下次我们想{vp:VP}。,下次我哋想{vp}。,VP,general,82,want,下次我们想去机场。,下次我哋想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0109,{person:PERSON}想{vp:VP}。,{person}想{vp}。,"VP,PERSON",general,82,want,他想去机场。,佢想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0110,今天{person:PERSON}想{vp:VP}。,今日{person}想{vp}。,"VP,PERSON",general,82,want,今天他想去机场。,今日佢想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0111,明天{person:PERSON}想{vp:VP}。,聽日{person}想{vp}。,"VP,PERSON",general,82,want,明天他想去机场。,聽日佢想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0112,现在{person:PERSON}想{vp:VP}。,而家{person}想{vp}。,"VP,PERSON",general,82,want,现在他想去机场。,而家佢想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0113,等一下{person:PERSON}想{vp:VP}。,等陣{person}想{vp}。,"VP,PERSON",general,82,want,等一下他想去机场。,等陣佢想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0114,下次{person:PERSON}想{vp:VP}。,下次{person}想{vp}。,"VP,PERSON",general,82,want,下次他想去机场。,下次佢想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0115,我不想{vp:VP}。,我唔想{vp}。,VP,general,82,not_want,我不想去机场。,我唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0116,今天我不想{vp:VP}。,今日我唔想{vp}。,VP,general,82,not_want,今天我不想去机场。,今日我唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0117,明天我不想{vp:VP}。,聽日我唔想{vp}。,VP,general,82,not_want,明天我不想去机场。,聽日我唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0118,现在我不想{vp:VP}。,而家我唔想{vp}。,VP,general,82,not_want,现在我不想去机场。,而家我唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0119,等一下我不想{vp:VP}。,等陣我唔想{vp}。,VP,general,82,not_want,等一下我不想去机场。,等陣我唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0120,下次我不想{vp:VP}。,下次我唔想{vp}。,VP,general,82,not_want,下次我不想去机场。,下次我唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0121,你不想{vp:VP}。,你唔想{vp}。,VP,general,82,not_want,你不想去机场。,你唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0122,今天你不想{vp:VP}。,今日你唔想{vp}。,VP,general,82,not_want,今天你不想去机场。,今日你唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0123,明天你不想{vp:VP}。,聽日你唔想{vp}。,VP,general,82,not_want,明天你不想去机场。,聽日你唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0124,现在你不想{vp:VP}。,而家你唔想{vp}。,VP,general,82,not_want,现在你不想去机场。,而家你唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0125,等一下你不想{vp:VP}。,等陣你唔想{vp}。,VP,general,82,not_want,等一下你不想去机场。,等陣你唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0126,下次你不想{vp:VP}。,下次你唔想{vp}。,VP,general,82,not_want,下次你不想去机场。,下次你唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0127,我们不想{vp:VP}。,我哋唔想{vp}。,VP,general,82,not_want,我们不想去机场。,我哋唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0128,今天我们不想{vp:VP}。,今日我哋唔想{vp}。,VP,general,82,not_want,今天我们不想去机场。,今日我哋唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0129,明天我们不想{vp:VP}。,聽日我哋唔想{vp}。,VP,general,82,not_want,明天我们不想去机场。,聽日我哋唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0130,现在我们不想{vp:VP}。,而家我哋唔想{vp}。,VP,general,82,not_want,现在我们不想去机场。,而家我哋唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0131,等一下我们不想{vp:VP}。,等陣我哋唔想{vp}。,VP,general,82,not_want,等一下我们不想去机场。,等陣我哋唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0132,下次我们不想{vp:VP}。,下次我哋唔想{vp}。,VP,general,82,not_want,下次我们不想去机场。,下次我哋唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0133,{person:PERSON}不想{vp:VP}。,{person}唔想{vp}。,"VP,PERSON",general,82,not_want,他不想去机场。,佢唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0134,今天{person:PERSON}不想{vp:VP}。,今日{person}唔想{vp}。,"VP,PERSON",general,82,not_want,今天他不想去机场。,今日佢唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0135,明天{person:PERSON}不想{vp:VP}。,聽日{person}唔想{vp}。,"VP,PERSON",general,82,not_want,明天他不想去机场。,聽日佢唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0136,现在{person:PERSON}不想{vp:VP}。,而家{person}唔想{vp}。,"VP,PERSON",general,82,not_want,现在他不想去机场。,而家佢唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0137,等一下{person:PERSON}不想{vp:VP}。,等陣{person}唔想{vp}。,"VP,PERSON",general,82,not_want,等一下他不想去机场。,等陣佢唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0138,下次{person:PERSON}不想{vp:VP}。,下次{person}唔想{vp}。,"VP,PERSON",general,82,not_want,下次他不想去机场。,下次佢唔想去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0139,我要{vp:VP}。,我要{vp}。,VP,general,82,need_action,我要去机场。,我要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0140,今天我要{vp:VP}。,今日我要{vp}。,VP,general,82,need_action,今天我要去机场。,今日我要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0141,明天我要{vp:VP}。,聽日我要{vp}。,VP,general,82,need_action,明天我要去机场。,聽日我要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0142,现在我要{vp:VP}。,而家我要{vp}。,VP,general,82,need_action,现在我要去机场。,而家我要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0143,等一下我要{vp:VP}。,等陣我要{vp}。,VP,general,82,need_action,等一下我要去机场。,等陣我要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0144,下次我要{vp:VP}。,下次我要{vp}。,VP,general,82,need_action,下次我要去机场。,下次我要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0145,你要{vp:VP}。,你要{vp}。,VP,general,82,need_action,你要去机场。,你要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0146,今天你要{vp:VP}。,今日你要{vp}。,VP,general,82,need_action,今天你要去机场。,今日你要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0147,明天你要{vp:VP}。,聽日你要{vp}。,VP,general,82,need_action,明天你要去机场。,聽日你要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0148,现在你要{vp:VP}。,而家你要{vp}。,VP,general,82,need_action,现在你要去机场。,而家你要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0149,等一下你要{vp:VP}。,等陣你要{vp}。,VP,general,82,need_action,等一下你要去机场。,等陣你要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0150,下次你要{vp:VP}。,下次你要{vp}。,VP,general,82,need_action,下次你要去机场。,下次你要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0151,我们要{vp:VP}。,我哋要{vp}。,VP,general,82,need_action,我们要去机场。,我哋要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0152,今天我们要{vp:VP}。,今日我哋要{vp}。,VP,general,82,need_action,今天我们要去机场。,今日我哋要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0153,明天我们要{vp:VP}。,聽日我哋要{vp}。,VP,general,82,need_action,明天我们要去机场。,聽日我哋要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0154,现在我们要{vp:VP}。,而家我哋要{vp}。,VP,general,82,need_action,现在我们要去机场。,而家我哋要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0155,等一下我们要{vp:VP}。,等陣我哋要{vp}。,VP,general,82,need_action,等一下我们要去机场。,等陣我哋要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0156,下次我们要{vp:VP}。,下次我哋要{vp}。,VP,general,82,need_action,下次我们要去机场。,下次我哋要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0157,{person:PERSON}要{vp:VP}。,{person}要{vp}。,"VP,PERSON",general,82,need_action,他要去机场。,佢要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0158,今天{person:PERSON}要{vp:VP}。,今日{person}要{vp}。,"VP,PERSON",general,82,need_action,今天他要去机场。,今日佢要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0159,明天{person:PERSON}要{vp:VP}。,聽日{person}要{vp}。,"VP,PERSON",general,82,need_action,明天他要去机场。,聽日佢要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
TPL-0160,现在{person:PERSON}要{vp:VP}。,而家{person}要{vp}。,"VP,PERSON",general,82,need_action,现在他要去机场。,而家佢要去機場。,systematically generated compositional template,generated_candidate,controlled_generation_v1.0
