id,slot_type,source,target,canonical_source,target_strategy,semantic_class,features,priority,review_status,provenance
SLV-00101,color,彩色,彩色,彩色,same_form_metadata,attribute,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00102,daily_action,吃饭,食飯,吃饭,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00103,daily_action,喝水,飲水,喝水,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00104,daily_action,睡觉,瞓覺,睡觉,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00105,daily_action,起床,起身,起床,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00106,daily_action,洗澡,沖涼,洗澡,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00107,daily_action,刷牙,刷牙,刷牙,same_form_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00108,daily_action,换衣服,換衫,换衣服,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00109,daily_action,做饭,煮飯,做饭,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00110,daily_action,洗衣服,洗衫,洗衣服,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00111,daily_action,打扫房间,執房,打扫房间,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00112,daily_action,买东西,買嘢,买东西,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00113,daily_action,看电影,睇戲,看电影,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00114,daily_action,听音乐,聽歌,听音乐,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00115,daily_action,看电视,睇電視,看电视,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00116,daily_action,玩游戏,打機,玩游戏,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00117,daily_action,看书,睇書,看书,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00118,daily_action,学习,讀書,学习,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00119,daily_action,上班,返工,上班,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00120,daily_action,下班,放工,下班,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00121,daily_action,回家,返屋企,回家,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00122,daily_action,出门,出街,出门,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00123,daily_action,散步,行下,散步,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00124,daily_action,跑步,跑步,跑步,same_form_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00125,daily_action,运动,做運動,运动,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00126,daily_action,游泳,游水,游泳,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00127,daily_action,开车,揸車,开车,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00128,daily_action,坐地铁,搭港鐵,坐地铁,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00129,daily_action,坐公交车,搭巴士,坐公交车,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00130,daily_action,打车,搭的士,打车,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00131,daily_action,购物,行街,购物,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00132,daily_action,休息,抖下,休息,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00133,daily_action,等人,等人,等人,same_form_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00134,daily_action,找东西,搵嘢,找东西,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00135,daily_action,收拾行李,執行李,收拾行李,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00136,daily_action,充电,叉電,充电,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00137,daily_action,上网,上網,上网,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00138,daily_action,发消息,send訊息,发消息,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00139,daily_action,拍照,影相,拍照,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00140,daily_action,录像,拍片,录像,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00141,daily_action,做家务,做家務,做家务,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00142,daily_action,照顾孩子,湊小朋友,照顾孩子,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00143,daily_action,接孩子,接小朋友,接孩子,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00144,daily_action,遛狗,放狗,遛狗,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00145,daily_action,浇花,淋花,浇花,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00146,daily_action,修理东西,整嘢,修理东西,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00147,daily_action,搬东西,搬嘢,搬东西,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00148,daily_action,开门,開門,开门,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00149,daily_action,关门,閂門,关门,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00150,daily_action,开灯,開燈,开灯,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00151,daily_action,关灯,熄燈,关灯,mapped_value_metadata,action,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00152,deadline_time,今天,今日,今天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00153,deadline_time,明天,聽日,明天,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00154,deadline_time,中午,中午,中午,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00155,deadline_time,下午,下晝,下午,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00156,deadline_time,今晚,今晚,今晚,same_form_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00157,deadline_time,明早,聽朝,明早,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00158,deadline_time,周末,週末,周末,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00159,deadline_time,下周,下個星期,下周,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00160,deadline_time,三点,三點,三点,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00161,deadline_time,五点半,五點半,五点半,mapped_value_metadata,time,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00162,deliverable_document,文件,文件,文件,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00163,deliverable_document,合同,合約,合同,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00164,deliverable_document,报告,報告,报告,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00165,deliverable_document,表格,表格,表格,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00166,deliverable_document,资料,資料,资料,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00167,deliverable_document,数据,數據,数据,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00168,deliverable_document,计划,計劃,计划,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00169,deliverable_document,方案,方案,方案,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00170,deliverable_document,预算,預算,预算,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00171,deliverable_document,报价,報價,报价,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00172,deliverable_document,申请,申請,申请,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00173,deliverable_document,简历,履歷,简历,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00174,deliverable_document,会议记录,會議紀錄,会议记录,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00175,deliverable_document,演示文稿,簡報,演示文稿,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00176,deliverable_document,附件,附件,附件,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00177,deliverable_document,照片,照片,照片,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00178,deliverable_document,名单,名單,名单,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00179,deliverable_document,订单,訂單,订单,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00180,deliverable_document,项目进度,項目進度,项目进度,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00181,deliverable_document,工作安排,工作安排,工作安排,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00182,document,文件,文件,文件,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00183,document,合同,合約,合同,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00184,document,报告,報告,报告,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00185,document,表格,表格,表格,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00186,document,邮件,電郵,邮件,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00187,document,信息,訊息,信息,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00188,document,资料,資料,资料,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00189,document,数据,數據,数据,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00190,document,计划,計劃,计划,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00191,document,方案,方案,方案,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00192,document,预算,預算,预算,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00193,document,报价,報價,报价,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00194,document,发票,發票,发票,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00195,document,收据,收據,收据,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00196,document,申请,申請,申请,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00197,document,简历,履歷,简历,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00198,document,会议记录,會議紀錄,会议记录,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00199,document,演示文稿,簡報,演示文稿,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00200,document,附件,附件,附件,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00201,document,照片,照片,照片,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00202,document,名单,名單,名单,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00203,document,日程,日程,日程,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00204,document,地址,地址,地址,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00205,document,电话号码,電話號碼,电话号码,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00206,document,账号,戶口,账号,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00207,document,密码,密碼,密码,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00208,document,链接,連結,链接,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00209,document,订单,訂單,订单,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00210,document,项目进度,項目進度,项目进度,mapped_value_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00211,document,工作安排,工作安排,工作安排,same_form_metadata,object,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00212,drink,水,水,水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00213,drink,热水,熱水,热水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00214,drink,冰水,凍水,冰水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00215,drink,温水,暖水,温水,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00216,drink,茶,茶,茶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00217,drink,奶茶,奶茶,奶茶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00218,drink,咖啡,咖啡,咖啡,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00219,drink,牛奶,牛奶,牛奶,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00220,drink,豆浆,豆漿,豆浆,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00221,drink,果汁,果汁,果汁,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00222,drink,橙汁,橙汁,橙汁,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00223,drink,苹果汁,蘋果汁,苹果汁,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00224,drink,汽水,汽水,汽水,same_form_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00225,drink,可乐,可樂,可乐,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00226,drink,柠檬茶,檸檬茶,柠檬茶,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
SLV-00227,drink,鸳鸯,鴛鴦,鸳鸯,mapped_value_metadata,food_and_drink,{},80,generated_candidate,controlled_slot_bank_v1.0
